"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"TMA23" "OTHER" "1" "TMA23" "S. cerevisiae" "Translation Machinery Associated" "636" "YMR269W" "S000004882" "ORF"
"PEX10" "OTHER" "1" "PEX10" "S. cerevisiae" "PEroXin" "1014" "YDR265W" "S000002673" "ORF"
"SEM1" "OTHER" "1" "SEM1" "S. cerevisiae" "Suppressor of Exocyst Mutations" "270" "YDR363W-A" "S000007235" "ORF"
"NOT4" "OTHER" "1" "MOT2" "S. cerevisiae" "Modulator Of Transcription" "1764" "YER068W" "S000000870" "ORF"
"RPN4" "OTHER" "1" "RPN4" "S. cerevisiae" "Regulatory Particle Non-ATPase" "1596" "YDL020C" "S000002178" "ORF"
"YPK1" "OTHER" "1" "YPK1" "S. cerevisiae" "Yeast Protein Kinase" "2043" "YKL126W" "S000001609" "ORF"
"SEH1" "OTHER" "1" "SEH1" "S. cerevisiae" "SEc13 Homolog" "1050" "YGL100W" "S000003068" "ORF"
"NOT3" "OTHER" "1" "NOT3" "S. cerevisiae" "Negative On TATA" "2511" "YIL038C" "S000001300" "ORF"
"YBR285W" "OTHER" "1" "" "S. cerevisiae" "" "435" "YBR285W" "S000000489" "ORF"
"NGG1" "OTHER" "1" "NGG1" "S. cerevisiae" "" "2109" "YDR176W" "S000002583" "ORF"
"SWI3" "OTHER" "1" "SWI3" "S. cerevisiae" "SWItching deficient" "2478" "YJL176C" "S000003712" "ORF"
"CLB1" "OTHER" "1" "CLB1" "S. cerevisiae" "CycLin B" "1416" "YGR108W" "S000003340" "ORF"
"ACE2" "OTHER" "1" "ACE2" "S. cerevisiae" "Activator of CUP1 Expression" "2313" "YLR131C" "S000004121" "ORF"
"APN2" "OTHER" "1" "APN2" "S. cerevisiae" "APurinic/apyrimidinic eNdonuclease" "1563" "YBL019W" "S000000115" "ORF"
"CAC2" "OTHER" "1" "CAC2" "S. cerevisiae" "Chromatin Assembly Complex" "1407" "YML102W" "S000004570" "ORF"
"GPA2" "OTHER" "1" "GPA2" "S. cerevisiae" "G Protein Alpha subunit" "1350" "YER020W" "S000000822" "ORF"
"PUF4" "OTHER" "1" "PUF4" "S. cerevisiae" "PUmilio-homology domain Family" "2667" "YGL014W" "S000002982" "ORF"
"EAF7" "OTHER" "1" "EAF7" "S. cerevisiae" "Esa1-Associated Factor" "1278" "YNL136W" "S000005080" "ORF"
"NBP2" "OTHER" "1" "NBP2" "S. cerevisiae" "Nap1 Binding Protein" "711" "YDR162C" "S000002569" "ORF"
"PIH1" "OTHER" "1" "PIH1" "S. cerevisiae" "Protein Interacting with Hsp90" "1035" "YHR034C" "S000001076" "ORF"
"ERF2" "OTHER" "1" "ERF2" "S. cerevisiae" "Effect on Ras Function" "1080" "YLR246W" "S000004236" "ORF"
"KAP123" "OTHER" "1" "KAP123" "S. cerevisiae" "KAryoPherin" "3342" "YER110C" "S000000912" "ORF"
"SGF73" "OTHER" "1" "SGF73" "S. cerevisiae" "SaGa associated Factor, 73 kDa" "1974" "YGL066W" "S000003034" "ORF"
"MED1" "OTHER" "1" "MED1" "S. cerevisiae" "MEDiator complex" "1701" "YPR070W" "S000006274" "ORF"
"YNR004W" "OTHER" "1" "SWM2" "S. cerevisiae" "Synthetic With mud2-delta" "441" "YNR004W" "S000005287" "ORF"
"NCS6" "OTHER" "1" "NCS6" "S. cerevisiae" "Needs Cla4 to Survive" "1080" "YGL211W" "S000003179" "ORF"
"CAP" "OTHER" "1" "SRV2" "S. cerevisiae" "Suppressor of RasVal19" "1581" "YNL138W" "S000005082" "ORF"
"PEP5" "OTHER" "1" "PEP5" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "3090" "YMR231W" "S000004844" "ORF"
"SLA1" "OTHER" "1" "SLA1" "S. cerevisiae" "Synthetic Lethal with ABP1" "3735" "YBL007C" "S000000103" "ORF"
"SRP40" "OTHER" "1" "SRP40" "S. cerevisiae" "Serine Rich Protein" "1221" "YKR092C" "S000001800" "ORF"
"CGI121" "OTHER" "1" "CGI121" "S. cerevisiae" "homolog of human CGI-121" "652" "YML036W" "S000004500" "ORF"
"VAC8" "OTHER" "1" "VAC8" "S. cerevisiae" "VACuole related" "1737" "YEL013W" "S000000739" "ORF"
"BUD21" "OTHER" "1" "BUD21" "S. cerevisiae" "BUD site selection" "645" "YOR078W" "S000005604" "ORF"
"SAP30" "OTHER" "1" "SAP30" "S. cerevisiae" "Sin3-Associated Polypeptide" "606" "YMR263W" "S000004876" "ORF"
"CLB1" "OTHER" "1" "CLB1" "S. cerevisiae" "CycLin B" "1416" "YGR108W" "S000003340" "ORF"
"PPH3" "OTHER" "1" "PPH3" "S. cerevisiae" "Protein PHosphatase" "927" "YDR075W" "S000002482" "ORF"
"URE2" "OTHER" "1" "URE2" "S. cerevisiae" "UREidosuccinate transport" "1065" "YNL229C" "S000005173" "ORF"
"RPN4" "OTHER" "1" "RPN4" "S. cerevisiae" "Regulatory Particle Non-ATPase" "1596" "YDL020C" "S000002178" "ORF"
"LTV1" "OTHER" "1" "LTV1" "S. cerevisiae" "Low Temperature Viability" "1392" "YKL143W" "S000001626" "ORF"
"SET1" "OTHER" "1" "SET1" "S. cerevisiae" "SET domain-containing" "3243" "YHR119W" "S000001161" "ORF"
"IRA1" "OTHER" "1" "IRA1" "S. cerevisiae" "Inhibitory Regulator of the RAS-cAMP pathway" "9279" "YBR140C" "S000000344" "ORF"
"IES3" "OTHER" "1" "IES3" "S. cerevisiae" "Ino Eighty Subunit" "753" "YLR052W" "S000004042" "ORF"
"MGA2" "OTHER" "1" "MGA2" "S. cerevisiae" "Multicopy suppressor of GAm1 (snf2)" "3342" "YIR033W" "S000001472" "ORF"
"YBR285W" "OTHER" "1" "" "S. cerevisiae" "" "435" "YBR285W" "S000000489" "ORF"
"TIF4631" "OTHER" "1" "TIF4631" "S. cerevisiae" "Translation Initiation Factor" "2859" "YGR162W" "S000003394" "ORF"
"GCR2" "OTHER" "1" "GCR2" "S. cerevisiae" "GlyColysis Regulation" "1605" "YNL199C" "S000005143" "ORF"
"YNR047W" "OTHER" "1" "FPK1" "S. cerevisiae" "FliPase Kinase" "2682" "YNR047W" "S000005330" "ORF"
"HTZ1" "OTHER" "1" "HTZ1" "S. cerevisiae" "Histone Two A Z" "405" "YOL012C" "S000005372" "ORF"
"CAC2" "OTHER" "1" "CAC2" "S. cerevisiae" "Chromatin Assembly Complex" "1407" "YML102W" "S000004570" "ORF"
"EAF7" "OTHER" "1" "EAF7" "S. cerevisiae" "Esa1-Associated Factor" "1278" "YNL136W" "S000005080" "ORF"
"GPG1" "OTHER" "1" "GPG1" "S. cerevisiae" "G Protein Gamma" "381" "YGL121C" "S000003089" "ORF"
"IES3" "OTHER" "1" "IES3" "S. cerevisiae" "Ino Eighty Subunit" "753" "YLR052W" "S000004042" "ORF"
"SEH1" "OTHER" "1" "SEH1" "S. cerevisiae" "SEc13 Homolog" "1050" "YGL100W" "S000003068" "ORF"
"KAP123" "OTHER" "1" "KAP123" "S. cerevisiae" "KAryoPherin" "3342" "YER110C" "S000000912" "ORF"
"SET1" "OTHER" "1" "SET1" "S. cerevisiae" "SET domain-containing" "3243" "YHR119W" "S000001161" "ORF"
"YNR047W" "OTHER" "1" "FPK1" "S. cerevisiae" "FliPase Kinase" "2682" "YNR047W" "S000005330" "ORF"
"SOK2" "OTHER" "1" "SOK2" "S. cerevisiae" "Suppressor Of Kinase" "2358" "YMR016C" "S000004618" "ORF"
"NPT1" "OTHER" "1" "NPT1" "S. cerevisiae" "Nicotinate PhosphoribosylTransferase" "1290" "YOR209C" "S000005735" "ORF"
"RSA1" "OTHER" "1" "RSA1" "S. cerevisiae" "RiboSome Assembly" "1146" "YPL193W" "S000006114" "ORF"
"YCK3" "OTHER" "1" "YCK3" "S. cerevisiae" "Yeast Casein Kinase" "1575" "YER123W" "S000000925" "ORF"
"PEX10" "OTHER" "1" "PEX10" "S. cerevisiae" "PEroXin" "1014" "YDR265W" "S000002673" "ORF"
"GPR1" "OTHER" "1" "GPR1" "S. cerevisiae" "G-Protein coupled Receptor" "2886" "YDL035C" "S000002193" "ORF"
"SET5" "OTHER" "1" "SET5" "S. cerevisiae" "SET domain-containing" "1581" "YHR207C" "S000001250" "ORF"
"CMK2" "OTHER" "1" "CMK2" "S. cerevisiae" "CalModulin dependent protein Kinase" "1344" "YOL016C" "S000005376" "ORF"
"MED13" "OTHER" "1" "SSN2" "S. cerevisiae" "Suppressor of SNf1" "4263" "YDR443C" "S000002851" "ORF"
"EAF6" "OTHER" "1" "EAF6" "S. cerevisiae" "Esa1p-Associated Factor" "342" "YJR082C" "S000003842" "ORF"
"ASF1" "OTHER" "1" "ASF1" "S. cerevisiae" "Anti-Silencing Function" "840" "YJL115W" "S000003651" "ORF"
"STP2" "OTHER" "1" "STP2" "S. cerevisiae" "protein with similarity to Stp1p" "1626" "YHR006W" "S000001048" "ORF"
"THR1" "OTHER" "1" "THR1" "S. cerevisiae" "THReonine requiring" "1074" "YHR025W" "S000001067" "ORF"
"UBP8" "OTHER" "1" "UBP8" "S. cerevisiae" "UBiquitin-specific processing Protease" "1416" "YMR223W" "S000004836" "ORF"
"AZF1" "OTHER" "1" "AZF1" "S. cerevisiae" "Asparagine-rich Zinc-Finger" "2745" "YOR113W" "S000005639" "ORF"
"SGF73" "OTHER" "1" "SGF73" "S. cerevisiae" "SaGa associated Factor, 73 kDa" "1974" "YGL066W" "S000003034" "ORF"
"CIN8" "OTHER" "1" "CIN8" "S. cerevisiae" "Chromosome INstability" "3003" "YEL061C" "S000000787" "ORF"
"ELP4" "OTHER" "1" "ELP4" "S. cerevisiae" "ELongator Protein" "1371" "YPL101W" "S000006022" "ORF"
"VPS24" "OTHER" "1" "VPS24" "S. cerevisiae" "Vacuolar Protein Sorting" "675" "YKL041W" "S000001524" "ORF"
"MSH1" "OTHER" "1" "MSH1" "S. cerevisiae" "MutS Homolog" "2880" "YHR120W" "S000001162" "ORF"
"TMA23" "OTHER" "1" "TMA23" "S. cerevisiae" "Translation Machinery Associated" "636" "YMR269W" "S000004882" "ORF"
"RAD54" "OTHER" "1" "RAD54" "S. cerevisiae" "RADiation sensitive" "2697" "YGL163C" "S000003131" "ORF"
"INP52" "OTHER" "1" "INP52" "S. cerevisiae" "INositol polyphosphate 5-Phosphatase" "3552" "YNL106C" "S000005050" "ORF"
"NKP2" "OTHER" "1" "NKP2" "S. cerevisiae" "Non-essential Kinetochore Protein" "462" "YLR315W" "S000004307" "ORF"
"IRC25" "OTHER" "1" "IRC25" "S. cerevisiae" "Increased Recombination Centers" "540" "YLR021W" "S000004011" "ORF"
"PIN4" "OTHER" "1" "PIN4" "S. cerevisiae" "Psi+ INducibility" "2007" "YBL051C" "S000000147" "ORF"
"CHA4" "OTHER" "1" "CHA4" "S. cerevisiae" "Catabolism of Hydroxy Amino acids" "1947" "YLR098C" "S000004088" "ORF"
"SFL1" "OTHER" "1" "SFL1" "S. cerevisiae" "Suppressor gene for FLocculation" "2301" "YOR140W" "S000005666" "ORF"
"EAF3" "OTHER" "1" "EAF3" "S. cerevisiae" "Esa1p-Associated Factor" "1206" "YPR023C" "S000006227" "ORF"
"ADD66" "OTHER" "1" "ADD66" "S. cerevisiae" "Alpha1-proteinase inhibitor-Degradation Deficient" "804" "YKL206C" "S000001689" "ORF"
"TCO89" "OTHER" "1" "TCO89" "S. cerevisiae" "Tor Complex One" "2400" "YPL180W" "S000006101" "ORF"
"SXM1" "OTHER" "1" "SXM1" "S. cerevisiae" "Suppressor of mRNA eXport Mutant" "2835" "YDR395W" "S000002803" "ORF"
"MED20" "OTHER" "1" "SRB2" "S. cerevisiae" "Suppressor of RNA polymerase B" "734" "YHR041C" "S000001083" "ORF"
"YHR003C" "OTHER" "1" "TCD1" "S. cerevisiae" "tRNA ThreonylCarbamoyladenosine Dehydratase" "1290" "YHR003C" "S000001045" "ORF"
"GPR1" "OTHER" "1" "GPR1" "S. cerevisiae" "G-Protein coupled Receptor" "2886" "YDL035C" "S000002193" "ORF"
"BIM1" "OTHER" "1" "BIM1" "S. cerevisiae" "BInding to Microtubules" "1035" "YER016W" "S000000818" "ORF"
"PHO23" "OTHER" "1" "PHO23" "S. cerevisiae" "PHOsphate metabolism" "993" "YNL097C" "S000005041" "ORF"
"PEP3" "OTHER" "1" "PEP3" "S. cerevisiae" "carboxyPEPtidase Y-deficient" "2757" "YLR148W" "S000004138" "ORF"
"BUD20" "OTHER" "1" "BUD20" "S. cerevisiae" "BUD site selection" "501" "YLR074C" "S000004064" "ORF"
"GCN5" "OTHER" "1" "GCN5" "S. cerevisiae" "General Control Nonderepressible" "1320" "YGR252W" "S000003484" "ORF"
"MGA2" "OTHER" "1" "MGA2" "S. cerevisiae" "Multicopy suppressor of GAm1 (snf2)" "3342" "YIR033W" "S000001472" "ORF"
"HAP4" "OTHER" "1" "HAP4" "S. cerevisiae" "Heme Activator Protein" "1665" "YKL109W" "S000001592" "ORF"
"CGR1" "OTHER" "1" "CGR1" "S. cerevisiae" "Coiled-coil Growth-Regulated" "363" "YGL029W" "S000002997" "ORF"
"HTZ1" "OTHER" "1" "HTZ1" "S. cerevisiae" "Histone Two A Z" "405" "YOL012C" "S000005372" "ORF"
"EXO1" "OTHER" "1" "EXO1" "S. cerevisiae" "EXOnuclease" "2109" "YOR033C" "S000005559" "ORF"
"BCK1" "OTHER" "1" "BCK1" "S. cerevisiae" "Bypass of C Kinase" "4437" "YJL095W" "S000003631" "ORF"
"POL32" "OTHER" "1" "POL32" "S. cerevisiae" "POLymerase" "1053" "YJR043C" "S000003804" "ORF"
"ELP2" "OTHER" "1" "ELP2" "S. cerevisiae" "ELongator Protein" "2367" "YGR200C" "S000003432" "ORF"
"RRP6" "OTHER" "1" "RRP6" "S. cerevisiae" "Ribosomal RNA Processing" "2202" "YOR001W" "S000005527" "ORF"
"DCC1" "OTHER" "1" "DCC1" "S. cerevisiae" "Defective in sister Chromatid Cohesion" "1143" "YCL016C" "S000000521" "ORF"
"PDR3" "OTHER" "1" "PDR3" "S. cerevisiae" "Pleiotropic Drug Resistance" "2931" "YBL005W" "S000000101" "ORF"
"OCA6" "OTHER" "1" "OCA6" "S. cerevisiae" "Oxidant-induced Cell-cycle Arrest" "675" "YDR067C" "S000002474" "ORF"
"RAD5" "OTHER" "1" "RAD5" "S. cerevisiae" "RADiation sensitive" "3510" "YLR032W" "S000004022" "ORF"
"ATG23" "OTHER" "1" "ATG23" "S. cerevisiae" "AuTophaGy related" "1362" "YLR431C" "S000004423" "ORF"
"MRE11" "OTHER" "1" "MRE11" "S. cerevisiae" "Meiotic REcombination" "2079" "YMR224C" "S000004837" "ORF"
"HXK2" "OTHER" "1" "HXK2" "S. cerevisiae" "HeXoKinase" "1461" "YGL253W" "S000003222" "ORF"
"SWD3" "OTHER" "1" "SWD3" "S. cerevisiae" "Set1c, WD40 repeat protein" "948" "YBR175W" "S000000379" "ORF"
"RCM1" "OTHER" "1" "RCM1" "S. cerevisiae" "" "1473" "YNL022C" "S000004967" "ORF"
"CDK8" "OTHER" "1" "SSN3" "S. cerevisiae" "Suppressor of SNf1" "1668" "YPL042C" "S000005963" "ORF"
"SIS2" "OTHER" "1" "SIS2" "S. cerevisiae" "SIt4 Suppressor" "1689" "YKR072C" "S000001780" "ORF"
"UBP13" "OTHER" "1" "UBP13" "S. cerevisiae" "UBiquitin-specific Protease" "2244" "YBL067C" "S000000163" "ORF"
"ATG24" "OTHER" "1" "SNX4" "S. cerevisiae" "Sorting NeXin" "1272" "YJL036W" "S000003573" "ORF"
"RTT109" "OTHER" "1" "RTT109" "S. cerevisiae" "Regulator of Ty1 Transposition" "1311" "YLL002W" "S000003925" "ORF"
"CKA2" "OTHER" "1" "CKA2" "S. cerevisiae" "Casein Kinase Alpha' subunit" "1020" "YOR061W" "S000005587" "ORF"
"ISW2" "OTHER" "1" "ISW2" "S. cerevisiae" "Imitation SWitch subfamily" "3363" "YOR304W" "S000005831" "ORF"
"NPL6" "OTHER" "1" "NPL6" "S. cerevisiae" "Nuclear Protein Localization" "1308" "YMR091C" "S000004697" "ORF"
"PFK1" "OTHER" "1" "PFK1" "S. cerevisiae" "PhosphoFructoKinase" "2964" "YGR240C" "S000003472" "ORF"
"YIL001W" "OTHER" "1" "" "S. cerevisiae" "" "1542" "YIL001W" "S000001263" "ORF"
"LSM7" "OTHER" "1" "LSM7" "S. cerevisiae" "Like SM" "444" "YNL147W" "S000005091" "ORF"
"KRH2" "OTHER" "1" "GPB1" "S. cerevisiae" "" "2694" "YOR371C" "S000005898" "ORF"
"ERF2" "OTHER" "1" "ERF2" "S. cerevisiae" "Effect on Ras Function" "1080" "YLR246W" "S000004236" "ORF"
"GPA2" "OTHER" "1" "GPA2" "S. cerevisiae" "G Protein Alpha subunit" "1350" "YER020W" "S000000822" "ORF"
"RGT2" "OTHER" "1" "RGT2" "S. cerevisiae" "Restores Glucose Transport" "2292" "YDL138W" "S000002297" "ORF"
"CTK1" "OTHER" "1" "CTK1" "S. cerevisiae" "Carboxy-Terminal domain Kinase" "1587" "YKL139W" "S000001622" "ORF"
"TPS2" "OTHER" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"NTH2" "OTHER" "1" "NTH2" "S. cerevisiae" "Neutral TreHalase" "2343" "YBR001C" "S000000205" "ORF"
"KIN82" "OTHER" "1" "KIN82" "S. cerevisiae" "protein KINase" "2163" "YCR091W" "S000000687" "ORF"
"NGG1" "OTHER" "1" "NGG1" "S. cerevisiae" "" "2109" "YDR176W" "S000002583" "ORF"
"MUD2" "OTHER" "1" "MUD2" "S. cerevisiae" "Mutant U1 Die" "1584" "YKL074C" "S000001557" "ORF"
"RAD57" "OTHER" "1" "RAD57" "S. cerevisiae" "RADiation sensitive" "1383" "YDR004W" "S000002411" "ORF"
"NHP10" "OTHER" "1" "NHP10" "S. cerevisiae" "Non-Histone Protein" "612" "YDL002C" "S000002160" "ORF"
"HFI1" "OTHER" "1" "HFI1" "S. cerevisiae" "Histone H2A Functional Interactor" "1467" "YPL254W" "S000006175" "ORF"
"SIR2" "OTHER" "1" "SIR2" "S. cerevisiae" "Silent Information Regulator" "1689" "YDL042C" "S000002200" "ORF"
"KSP1" "OTHER" "1" "KSP1" "S. cerevisiae" "Kinase Suppressing Prp20-10" "3090" "YHR082C" "S000001124" "ORF"
"SAP155" "OTHER" "1" "SAP155" "S. cerevisiae" "Sit4 Associated Protein" "3009" "YFR040W" "S000001936" "ORF"
"EAF5" "OTHER" "1" "EAF5" "S. cerevisiae" "Esa1p-Associated Factor" "840" "YEL018W" "S000000744" "ORF"
"UBP16" "OTHER" "1" "UBP16" "S. cerevisiae" "UBiquitin-specific Protease" "1500" "YPL072W" "S000005993" "ORF"
"GTR1" "OTHER" "1" "GTR1" "S. cerevisiae" "GTp binding protein Resemblance" "933" "YML121W" "S000004590" "ORF"
"DOA4" "OTHER" "1" "DOA4" "S. cerevisiae" "Degradation Of Alpha" "2781" "YDR069C" "S000002476" "ORF"
"PPG1" "OTHER" "1" "PPG1" "S. cerevisiae" "Protein Phosphatase involved in Glycogen accumulation" "1107" "YNR032W" "S000005315" "ORF"
"YAP1" "OTHER" "1" "YAP1" "S. cerevisiae" "Yeast AP-1" "1953" "YML007W" "S000004466" "ORF"
"BCK1" "OTHER" "1" "BCK1" "S. cerevisiae" "Bypass of C Kinase" "4437" "YJL095W" "S000003631" "ORF"
"SSK2" "OTHER" "1" "SSK2" "S. cerevisiae" "Suppressor of Sensor Kinase" "4740" "YNR031C" "S000005314" "ORF"
"MOT3" "OTHER" "1" "MOT3" "S. cerevisiae" "Modifier of Transcription" "1473" "YMR070W" "S000004674" "ORF"
"VPS36" "OTHER" "1" "VPS36" "S. cerevisiae" "Vacuolar Protein Sorting" "1701" "YLR417W" "S000004409" "ORF"
"RIM15" "OTHER" "1" "RIM15" "S. cerevisiae" "Regulator of IME2" "5313" "YFL033C" "S000001861" "ORF"
"YTA7" "OTHER" "1" "YTA7" "S. cerevisiae" "Yeast Tat-binding Analog" "4140" "YGR270W" "S000003502" "ORF"
"MED31" "OTHER" "1" "SOH1" "S. cerevisiae" "Suppressor Of Hpr1" "384" "YGL127C" "S000003095" "ORF"
"SAC1" "OTHER" "1" "SAC1" "S. cerevisiae" "Suppressor of ACtin" "1872" "YKL212W" "S000001695" "ORF"
"YKR023W" "OTHER" "1" "RQT4" "S. cerevisiae" "Ribosome-Quality control Trigger factor" "1593" "YKR023W" "S000001731" "ORF"
"PUS7" "OTHER" "1" "PUS7" "S. cerevisiae" "PseudoUridine Synthase" "2031" "YOR243C" "S000005769" "ORF"
"SNF8" "OTHER" "1" "SNF8" "S. cerevisiae" "Sucrose NonFermenting" "702" "YPL002C" "S000005923" "ORF"
"RTT107" "OTHER" "1" "RTT107" "S. cerevisiae" "Regulator of Ty1 Transposition" "3213" "YHR154W" "S000001197" "ORF"
"BUR2" "OTHER" "1" "BUR2" "S. cerevisiae" "Bypass UAS Requirement" "1188" "YLR226W" "S000004216" "ORF"
"EUG1" "OTHER" "1" "EUG1" "S. cerevisiae" "ER protein Unnecessary for Growth" "1554" "YDR518W" "S000002926" "ORF"
"EBS1" "OTHER" "1" "EBS1" "S. cerevisiae" "Est1-like Bcy1 Suppressor" "2655" "YDR206W" "S000002614" "ORF"
"NRP1" "OTHER" "1" "NRP1" "S. cerevisiae" "N (asparagine)-Rich Protein" "2160" "YDL167C" "S000002326" "ORF"
"DEF1" "OTHER" "1" "DEF1" "S. cerevisiae" "RNAPII DEgradation Factor" "2217" "YKL054C" "S000001537" "ORF"
"RRD1" "OTHER" "1" "RRD1" "S. cerevisiae" "Resistant to Rapamycin Deletion" "1182" "YIL153W" "S000001415" "ORF"
"IST3" "OTHER" "1" "IST3" "S. cerevisiae" "Increased Sodium Tolerance" "447" "YIR005W" "S000001444" "ORF"
"BIM1" "OTHER" "1" "BIM1" "S. cerevisiae" "BInding to Microtubules" "1035" "YER016W" "S000000818" "ORF"
"RSC1" "OTHER" "1" "RSC1" "S. cerevisiae" "Remodel the Structure of Chromatin" "2787" "YGR056W" "S000003288" "ORF"
"VAM6" "OTHER" "1" "VAM6" "S. cerevisiae" "VAcuolar Morphogenesis" "3150" "YDL077C" "S000002235" "ORF"
"SFL1" "OTHER" "1" "SFL1" "S. cerevisiae" "Suppressor gene for FLocculation" "2301" "YOR140W" "S000005666" "ORF"
"HDA2" "OTHER" "1" "HDA2" "S. cerevisiae" "Histone DeAcetylase" "2025" "YDR295C" "S000002703" "ORF"
"UBX3" "OTHER" "1" "UBX3" "S. cerevisiae" "UBiquitin regulatory X" "1368" "YDL091C" "S000002249" "ORF"
"MED18" "OTHER" "1" "SRB5" "S. cerevisiae" "Suppressor of RNA polymerase B" "924" "YGR104C" "S000003336" "ORF"
"CUP9" "OTHER" "1" "CUP9" "S. cerevisiae" "" "921" "YPL177C" "S000006098" "ORF"
"MRN1" "OTHER" "1" "MRN1" "S. cerevisiae" "Multicopy supressor of rsc nhp6" "1839" "YPL184C" "S000006105" "ORF"
"LSM1" "OTHER" "1" "LSM1" "S. cerevisiae" "Like SM" "519" "YJL124C" "S000003660" "ORF"
"VPS24" "OTHER" "1" "VPS24" "S. cerevisiae" "Vacuolar Protein Sorting" "675" "YKL041W" "S000001524" "ORF"
"PEX4" "OTHER" "1" "PEX4" "S. cerevisiae" "PEroXin" "552" "YGR133W" "S000003365" "ORF"
"EST1" "OTHER" "1" "EST1" "S. cerevisiae" "Ever Shorter Telomeres" "2100" "YLR233C" "S000004223" "ORF"
"HIR1" "OTHER" "1" "HIR1" "S. cerevisiae" "HIstone Regulation" "2523" "YBL008W" "S000000104" "ORF"
"SLX8" "OTHER" "1" "SLX8" "S. cerevisiae" "Synthetic Lethal of unknown (X) function" "825" "YER116C" "S000000918" "ORF"
"MSN5" "OTHER" "1" "MSN5" "S. cerevisiae" "Multicopy suppressor of SNf1 mutation" "3675" "YDR335W" "S000002743" "ORF"
"MSN2" "OTHER" "1" "MSN2" "S. cerevisiae" "Multicopy suppressor of SNF1 mutation" "2115" "YMR037C" "S000004640" "ORF"
"MIH1" "OTHER" "1" "MIH1" "S. cerevisiae" "Mitotic Inducer Homolog" "1665" "YMR036C" "S000004639" "ORF"
"RAD1" "OTHER" "1" "RAD1" "S. cerevisiae" "RADiation sensitive" "3303" "YPL022W" "S000005943" "ORF"
"UBA3" "OTHER" "1" "UBA3" "S. cerevisiae" "UBiquitin-like protein-Activating enzyme" "900" "YPR066W" "S000006270" "ORF"
"PUS7" "OTHER" "1" "PUS7" "S. cerevisiae" "PseudoUridine Synthase" "2031" "YOR243C" "S000005769" "ORF"
"FKS1" "OTHER" "1" "FKS1" "S. cerevisiae" "FK506 Sensitivity" "5631" "YLR342W" "S000004334" "ORF"
"UBP8" "OTHER" "1" "UBP8" "S. cerevisiae" "UBiquitin-specific processing Protease" "1416" "YMR223W" "S000004836" "ORF"
"LOC1" "OTHER" "1" "LOC1" "S. cerevisiae" "LOCalization of mRNA" "615" "YFR001W" "S000001897" "ORF"
"SNF8" "OTHER" "1" "SNF8" "S. cerevisiae" "Sucrose NonFermenting" "702" "YPL002C" "S000005923" "ORF"
"SSK2" "OTHER" "1" "SSK2" "S. cerevisiae" "Suppressor of Sensor Kinase" "4740" "YNR031C" "S000005314" "ORF"
"GRR1" "OTHER" "1" "GRR1" "S. cerevisiae" "Glucose Repression-Resistant" "3456" "YJR090C" "S000003850" "ORF"
"ASK10" "OTHER" "1" "ASK10" "S. cerevisiae" "Activator of SKn7" "3441" "YGR097W" "S000003329" "ORF"
"APQ12" "OTHER" "1" "APQ12" "S. cerevisiae" "APical growth revealed by Quantitative morphological analysis" "417" "YIL040W" "S000001302" "ORF"
"GPH1" "OTHER" "1" "GPH1" "S. cerevisiae" "Glycogen PHosphorylase" "2709" "YPR160W" "S000006364" "ORF"
"UBP16" "OTHER" "1" "UBP16" "S. cerevisiae" "UBiquitin-specific Protease" "1500" "YPL072W" "S000005993" "ORF"
"YDR306C" "OTHER" "1" "PFU1" "S. cerevisiae" "Pheromone, F-box, Ubiquitination" "1437" "YDR306C" "S000002714" "ORF"
"DOA4" "OTHER" "1" "DOA4" "S. cerevisiae" "Degradation Of Alpha" "2781" "YDR069C" "S000002476" "ORF"
"PHO85" "OTHER" "1" "PHO85" "S. cerevisiae" "PHOsphate metabolism" "1020" "YPL031C" "S000005952" "ORF"
"RMI1" "OTHER" "1" "RMI1" "S. cerevisiae" "RecQ Mediated genome Instability" "726" "YPL024W" "S000005945" "ORF"
"TRX2" "OTHER" "1" "TRX2" "S. cerevisiae" "ThioRedoXin" "315" "YGR209C" "S000003441" "ORF"
"HOS4" "OTHER" "1" "HOS4" "S. cerevisiae" "Hda One Similar" "3252" "YIL112W" "S000001374" "ORF"
"EBS1" "OTHER" "1" "EBS1" "S. cerevisiae" "Est1-like Bcy1 Suppressor" "2655" "YDR206W" "S000002614" "ORF"
"VPS36" "OTHER" "1" "VPS36" "S. cerevisiae" "Vacuolar Protein Sorting" "1701" "YLR417W" "S000004409" "ORF"
"SAC1" "OTHER" "1" "SAC1" "S. cerevisiae" "Suppressor of ACtin" "1872" "YKL212W" "S000001695" "ORF"
"RAD1" "OTHER" "1" "RAD1" "S. cerevisiae" "RADiation sensitive" "3303" "YPL022W" "S000005943" "ORF"
"INO4" "OTHER" "1" "INO4" "S. cerevisiae" "INOsitol requiring" "456" "YOL108C" "S000005468" "ORF"
"CDC40" "OTHER" "1" "CDC40" "S. cerevisiae" "Cell Division Cycle" "1368" "YDR364C" "S000002772" "ORF"
